gw,player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points,played,in_dreamteam
3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,155,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,163,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,166,90,0,0,0,3,0,0,0,0,0,2,0,1,True,False
3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,168,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,170,76,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,171,90,0,1,0,3,0,0,0,0,0,0,0,4,True,False
3,172,90,1,0,0,3,0,0,0,0,0,0,0,7,True,False
3,173,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,175,13,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,176,71,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,177,26,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,179,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,183,17,1,0,0,1,0,0,0,0,0,0,0,6,True,False
3,184,72,0,1,0,2,0,0,0,0,0,0,0,5,True,False
3,185,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,186,90,0,0,0,3,0,0,0,0,0,0,0,2,True,False
3,187,90,0,0,0,3,0,0,0,0,0,0,0,2,True,False
3,188,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,190,90,2,0,0,5,0,0,0,0,0,0,2,14,True,True
3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,193,62,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,194,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,195,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,196,72,1,0,0,2,0,0,0,0,0,0,2,8,True,False
3,197,17,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,198,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,202,66,0,0,1,0,0,0,0,0,0,0,0,6,True,False
3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,204,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,205,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,206,90,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,207,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,208,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,209,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,210,80,0,1,0,2,0,0,0,0,0,0,0,4,True,False
3,211,9,0,1,0,0,0,0,0,0,0,0,0,4,True,False
3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,213,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,214,90,0,1,0,2,0,0,0,0,0,0,0,4,True,False
3,215,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,217,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,218,45,0,2,0,0,0,0,0,0,0,0,2,9,True,False
3,219,65,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,220,23,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,221,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,222,90,1,0,0,2,0,0,0,0,0,0,1,8,True,False
3,223,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,224,83,0,0,0,2,0,0,0,1,0,0,0,1,True,False
3,225,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,226,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,227,66,0,1,1,0,0,0,0,0,0,0,0,6,True,False
3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,229,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,230,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,231,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,232,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,233,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,234,90,2,0,0,2,0,0,0,0,0,0,3,15,True,True
3,235,90,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,236,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,237,66,1,0,1,0,0,0,0,0,0,0,0,6,True,False
3,238,6,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,239,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,240,23,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,241,90,0,0,0,2,0,0,0,0,0,9,0,4,True,False
3,242,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,244,90,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,245,65,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,246,24,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,247,45,0,0,0,2,0,0,0,0,0,0,0,0,True,False
3,248,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,249,90,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,250,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,251,90,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,252,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,253,24,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,254,24,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,256,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,257,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,258,90,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,260,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,262,90,0,0,0,1,0,0,0,0,0,2,0,2,True,False
3,263,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,264,90,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,265,90,0,1,0,1,0,0,0,0,0,0,0,5,True,False
3,266,75,0,0,1,0,0,0,0,1,0,0,0,5,True,False
3,267,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,268,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,269,14,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,270,90,0,1,0,1,0,0,0,0,0,0,0,5,True,False
3,271,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,272,14,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,273,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,274,90,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,275,88,1,1,0,1,0,0,0,0,0,0,3,13,True,True
3,276,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,277,90,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,278,23,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,279,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,280,75,0,0,1,0,0,0,0,0,0,0,0,3,True,False
3,281,75,1,0,1,0,0,0,0,0,0,0,2,8,True,True
3,282,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,283,1,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,284,14,1,0,0,1,0,0,0,0,0,0,0,5,True,False
3,285,66,0,0,1,0,0,0,0,0,0,0,0,2,True,False
3,286,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,287,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,288,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,289,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,290,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,291,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,292,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,293,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,294,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,295,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,296,90,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,297,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,298,65,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,299,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,300,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,301,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,302,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,303,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,304,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,305,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,306,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,307,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,308,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,309,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,310,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,311,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,312,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,313,90,0,0,1,0,0,0,0,0,0,5,2,9,True,True
3,314,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,315,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,316,90,0,0,1,0,0,0,0,0,0,0,0,6,True,False
3,317,90,0,0,1,0,0,0,0,0,0,0,1,7,True,False
3,318,90,0,0,1,0,0,0,0,0,0,0,0,6,True,False
3,319,3,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,320,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,321,90,1,0,1,0,0,0,0,0,0,0,3,15,True,True
3,322,3,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,323,90,0,0,1,0,0,0,0,1,0,0,0,2,True,False
3,324,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,325,76,0,2,1,0,0,0,0,0,0,0,0,9,True,False
3,326,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,327,13,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,328,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,329,90,0,0,1,0,0,0,0,0,0,0,0,3,True,False
3,330,86,0,0,1,0,0,0,0,0,0,0,0,3,True,False
3,331,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,332,72,0,0,1,0,0,0,0,0,0,0,0,3,True,False
3,333,86,1,0,1,0,0,0,0,1,0,0,0,5,True,False
3,334,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,335,90,0,0,0,1,0,0,0,0,0,2,0,2,True,False
3,336,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,337,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,338,84,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,339,90,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,340,90,1,0,0,1,0,0,0,0,0,0,1,9,True,True
3,341,74,0,1,0,1,0,0,0,0,0,0,1,6,True,False
3,342,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,343,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,344,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,345,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,346,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,347,67,0,3,0,1,0,0,0,1,0,0,2,12,True,True
3,348,90,0,1,0,1,0,0,0,0,0,0,0,5,True,False
3,349,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,350,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,351,75,2,0,0,1,0,0,0,0,0,0,3,15,True,True
3,352,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,353,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,354,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,355,14,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,356,22,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,357,67,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,358,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,359,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,361,90,1,0,0,1,0,0,0,0,0,0,0,6,True,False
3,362,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,363,90,0,0,0,5,1,0,0,0,0,3,0,-1,True,False
3,364,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,365,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,366,90,0,0,0,5,0,0,0,0,0,0,0,0,True,False
3,367,90,0,0,0,5,0,0,0,0,0,0,0,0,True,False
3,368,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,369,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,370,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,371,61,0,0,0,4,0,0,0,0,0,0,0,0,True,False
3,372,45,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,373,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,374,28,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,375,45,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,376,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,377,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,378,90,0,0,0,5,0,0,0,0,0,0,0,2,True,False
3,379,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,380,83,0,0,0,5,0,0,0,0,0,0,0,2,True,False
3,381,90,0,1,0,5,0,0,0,0,0,0,0,5,True,False
3,382,45,0,0,0,4,0,0,0,0,0,0,0,1,True,False
3,383,45,0,0,0,4,0,0,0,0,0,0,0,1,True,False
3,384,28,0,1,0,1,0,0,0,0,0,0,0,4,True,False
3,385,90,0,0,0,2,0,0,0,0,0,5,0,2,True,False
3,386,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,387,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,388,90,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,389,90,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,390,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,391,24,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,392,65,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,393,90,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,394,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,395,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,396,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,397,10,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,398,25,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,399,90,0,0,0,2,0,0,0,1,0,0,0,1,True,False
3,400,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,401,90,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,402,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,403,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,404,65,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,405,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,406,79,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,407,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,408,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,409,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,410,90,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,411,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,412,90,0,0,0,3,0,0,0,0,0,1,0,1,True,False
3,413,78,1,0,0,3,0,0,0,0,0,0,0,7,True,False
3,414,11,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,415,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,416,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,417,61,0,0,0,2,0,0,0,0,0,0,0,1,True,False
3,418,90,0,1,0,3,0,0,0,0,0,0,1,5,True,False
3,419,90,1,0,0,3,0,0,0,0,0,0,3,10,True,True
3,420,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,421,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,422,90,0,0,0,3,0,0,0,0,0,0,0,1,True,False
3,423,90,0,1,0,3,0,0,0,0,0,0,0,5,True,False
3,424,28,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,425,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,426,90,0,0,0,3,0,0,0,0,0,0,0,2,True,False
3,427,85,0,0,0,3,0,0,0,0,0,0,0,2,True,False
3,428,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,429,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,430,4,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,431,11,0,1,0,0,0,0,0,0,0,0,0,4,True,False
3,432,61,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,433,28,1,0,0,1,0,0,0,0,0,0,0,5,True,False
3,434,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,435,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,436,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,437,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,438,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,439,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,440,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,441,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,442,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,443,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,444,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,445,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,446,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,447,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,448,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,449,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,450,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,451,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,452,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,453,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,454,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,455,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,456,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,457,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,458,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,459,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,460,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,461,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,462,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,463,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,464,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,465,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,466,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,467,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,468,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,469,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,470,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,471,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,472,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,473,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,474,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,475,90,0,0,0,3,0,0,0,0,0,0,0,1,True,False
3,476,74,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,477,4,0,0,0,2,0,0,0,0,1,0,0,-2,True,False
3,478,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,479,60,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,480,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,481,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,482,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,483,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,484,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,485,90,0,0,0,2,0,0,0,0,0,2,0,1,True,False
3,486,65,0,0,0,1,0,0,0,0,0,0,0,2,True,False
3,487,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,488,65,0,0,0,2,0,0,0,0,0,0,0,2,True,False
3,489,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,490,18,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,491,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,492,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,493,36,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,494,45,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,495,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,496,17,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,497,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,498,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,499,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,500,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,501,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,502,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,503,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,504,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,505,24,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,506,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,507,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,508,78,0,0,0,3,0,0,0,0,0,0,0,2,True,False
3,509,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,510,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,511,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,512,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,513,22,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,514,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,515,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,516,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,517,15,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,518,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,519,61,0,0,0,4,0,0,0,0,0,0,0,2,True,False
3,520,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,521,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,522,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,523,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,524,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,525,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,526,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,527,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,528,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,529,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,530,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,531,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,532,90,0,0,0,3,0,0,0,0,0,0,0,1,True,False
3,533,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,534,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,535,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,536,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,537,23,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,538,90,0,0,0,5,0,0,0,1,0,0,0,-1,True,False
3,539,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,540,23,0,0,0,2,0,0,0,0,0,0,0,0,True,False
3,541,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,542,6,0,0,0,0,0,0,0,0,0,0,0,1,True,False
3,543,15,0,0,0,1,0,0,0,0,0,0,0,1,True,False
3,544,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,545,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,546,5,0,0,0,0,0,0,0,0,0,0,0,1,True,False
